uniqueID,Ha,pHa,La,Hb,pHb,Lb,LotShapeB,LotNumB,Amb,Corr,Feedback,Block
i10665-p9104,14,1.0,14,25,0.6,3,0,1,False,0,True,5
i10666-p9105,17,1.0,17,21,0.95,-34,0,1,True,0,True,2
i10667-p9106,44,0.2,16,46,0.5,-1,1,2,False,0,True,5
i10668-p9107,13,0.95,-10,62,0.1,5,0,1,False,0,True,2
i10669-p9108,7,0.2,-6,12,0.5,-7,1,4,False,-1,True,2
i10670-p9109,26,1.0,26,61,0.6,-36,0,1,False,0,True,3
i10671-p9110,12,1.0,12,50,0.25,-3,1,6,False,0,True,5
i10672-p9111,2,1.0,2,4,0.05,-1,0,1,True,0,True,4
i10673-p9112,27,0.5,-29,22,0.6,-37,0,1,True,0,True,4
i10674-p9113,22,1.0,22,40,0.2,9,0,1,False,0,True,3
i10675-p9114,21,1.0,21,67,0.25,15,0,1,False,0,True,2
i10676-p9115,9,1.0,9,16,0.8,-7,1,8,True,0,True,5
i10677-p9116,20,1.0,20,90,0.1,23,0,1,False,0,True,4
i10678-p9117,85,0.05,26,22,0.95,18,0,1,True,0,True,4
i10679-p9118,29,1.0,29,60,0.2,26,0,1,False,0,True,2
i10680-p9119,-5,1.0,-5,37,0.1,-14,0,1,True,0,True,2
i10681-p9120,35,0.9,-22,68,0.4,2,0,1,True,0,True,4
i10682-p9121,24,1.0,24,66,0.25,-4,0,1,False,0,True,2
i10683-p9122,12,0.75,-20,92,0.25,-19,3,5,False,0,True,3
i10684-p9123,14,1.0,14,115,0.1,15,0,1,False,0,True,3
i10685-p9124,9,0.75,-19,22,0.4,-6,1,4,False,0,True,2
i10686-p9125,12,1.0,12,20,0.75,-20,0,1,False,0,True,2
i10687-p9126,-8,1.0,-8,4,0.01,-4,2,5,False,0,True,4
i10688-p9127,65,0.4,-13,115,0.2,-17,2,7,False,0,True,5
i10689-p9128,-8,1.0,-8,42,0.2,-28,1,6,False,0,True,4
i10690-p9129,22,1.0,22,80,0.25,15,1,4,False,0,True,4
i10691-p9130,1,1.0,1,-11,0.5,-14,0,1,False,0,True,2
i10692-p9131,-8,1.0,-8,-8,1.0,-8,1,4,True,0,True,3
i10693-p9132,-4,1.0,-4,16,0.05,-7,1,2,False,0,True,2
i10694-p9133,64,0.5,-32,73,0.4,-27,0,1,False,0,True,5
i10695-p9134,-5,0.6,-10,-7,0.95,-11,2,5,False,-1,True,2
i10696-p9135,-3,1.0,-3,-1,0.4,-9,0,1,False,0,True,3
i10697-p9136,-2,1.0,-2,17,0.1,-6,0,1,False,0,True,4
i10698-p9137,9,0.4,-21,61,0.25,-20,1,6,False,0,True,5
i10699-p9138,20,1.0,20,81,0.4,-36,0,1,False,0,True,4
i10700-p9139,22,0.25,11,91,0.25,-10,0,1,False,0,True,2
i10701-p9140,26,0.8,15,85,0.5,-33,3,6,False,0,True,3
i10702-p9141,6,1.0,6,95,0.25,-15,2,2,False,0,True,4
i10703-p9142,-3,1.0,-3,29,0.05,2,1,2,False,0,True,2
i10704-p9143,45,0.6,5,57,0.05,30,0,1,False,1,True,4
i10705-p9144,59,0.2,-26,-5,0.25,-6,0,1,False,0,True,5
i10706-p9145,40,0.2,-15,22,0.25,1,3,2,False,0,True,5
i10707-p9146,22,1.0,22,47,0.6,-34,0,1,True,0,True,2
i10708-p9147,27,1.0,27,24,0.99,17,2,3,False,0,True,4
i10709-p9148,68,0.4,-25,5,0.95,-7,0,1,False,0,True,2
i10710-p9149,-9,1.0,-9,-3,0.25,-18,0,1,False,0,True,5
i10711-p9150,30,1.0,30,67,0.1,23,1,8,False,0,True,5
i10712-p9151,30,0.1,-4,-4,0.99,-24,1,8,False,0,True,5
i10713-p9152,25,0.99,-19,41,0.05,16,1,8,False,0,True,4
i10714-p9153,30,0.05,8,48,0.05,7,1,8,False,0,True,2
i10715-p9154,-7,1.0,-7,14,0.5,-44,1,2,False,0,True,3
i10716-p9155,23,1.0,23,63,0.4,-1,2,3,False,0,True,5
i10717-p9156,-3,1.0,-3,63,0.25,-29,0,1,False,0,True,4
i10718-p9157,8,1.0,8,14,0.2,-2,2,6,False,0,True,4
i10719-p9158,3,1.0,3,43,0.25,-7,0,1,False,0,True,2
i10720-p9159,42,0.8,-38,119,0.2,10,3,2,False,0,True,2
i10721-p9160,8,1.0,8,45,0.05,8,0,1,False,0,True,4
i10722-p9161,-3,1.0,-3,5,0.2,-2,2,8,False,0,True,5
i10723-p9162,-3,1.0,-3,-4,0.01,-8,1,4,False,0,True,2
i10724-p9163,99,0.25,-17,19,0.5,9,0,1,False,0,True,4
i10725-p9164,-5,0.25,-10,4,0.05,-13,0,1,False,0,True,5
i10726-p9165,18,1.0,18,58,0.25,-6,1,2,False,0,True,4
i10727-p9166,4,1.0,4,2,0.75,-3,1,4,False,0,True,4
i10728-p9167,15,1.0,15,85,0.5,-45,0,1,True,0,True,2
i10729-p9168,23,1.0,23,75,0.25,6,0,1,False,0,True,4
i10730-p9169,89,0.4,-16,93,0.4,-25,0,1,False,0,True,5
i10731-p9170,7,0.6,-23,104,0.25,-37,1,8,False,0,True,5
i10732-p9171,29,1.0,29,33,0.95,31,1,6,False,0,True,5
i10733-p9172,5,1.0,5,79,0.05,8,0,1,True,0,True,3
i10734-p9173,6,0.05,2,2,1.0,2,2,7,True,0,True,5
i10735-p9174,30,1.0,30,28,0.6,26,0,1,False,0,True,3
i10736-p9175,24,1.0,24,42,0.2,26,0,1,False,0,True,2
i10737-p9176,26,1.0,26,52,0.25,8,0,1,False,0,True,4
i10738-p9177,26,0.4,21,43,0.4,9,1,8,True,-1,True,3
i10739-p9178,11,0.9,-9,30,0.8,-33,0,1,False,0,True,4
i10740-p9179,1,1.0,1,13,0.2,-5,0,1,False,0,True,3
i10741-p9180,5,1.0,5,20,0.5,12,0,1,True,0,True,3
i10742-p9181,17,1.0,17,25,0.75,-22,3,5,False,0,True,3
i10743-p9182,3,1.0,3,12,0.6,-1,3,5,False,0,True,2
i10744-p9183,9,1.0,9,52,0.1,0,0,1,False,0,True,3
i10745-p9184,17,1.0,17,74,0.1,9,0,1,False,0,True,4
i10746-p9185,27,0.95,18,28,0.2,28,0,1,False,0,True,3
i10747-p9186,29,0.25,0,94,0.05,9,0,1,False,0,True,2
i10748-p9187,0,1.0,0,51,0.1,5,3,5,False,0,True,4
i10749-p9188,25,1.0,25,35,0.25,25,0,1,False,0,True,5
i10750-p9189,58,0.01,-11,-8,0.2,-23,1,4,False,0,True,2
i10751-p9190,16,1.0,16,11,0.99,-1,2,5,False,0,True,4
i10752-p9191,17,1.0,17,17,0.8,-7,2,4,False,0,True,5
i10753-p9192,43,0.01,-3,4,0.95,-7,0,1,False,0,True,4
i10754-p9193,-3,0.9,-23,19,0.6,-28,0,1,True,0,True,2
i10755-p9194,4,1.0,4,54,0.05,2,0,1,True,0,True,4
i10756-p9195,29,0.95,18,55,0.6,6,0,1,False,0,True,4
i10757-p9196,93,0.2,0,70,0.2,3,0,1,False,0,True,5
i10758-p9197,59,0.05,15,33,0.4,6,1,6,False,0,True,4
i10759-p9198,28,0.1,-1,4,0.2,-3,1,2,True,1,True,2
i10760-p9199,30,1.0,30,64,0.5,27,1,4,False,0,True,2
i10761-p9200,47,0.2,-24,-14,0.5,-16,0,1,False,0,True,4
i10762-p9201,46,0.75,-26,93,0.2,18,0,1,False,0,True,2
i10763-p9202,11,1.0,11,23,0.8,-41,0,1,True,0,True,5
i10764-p9203,54,0.25,2,15,1.0,15,2,6,False,0,True,3
i10765-p9204,-9,1.0,-9,1,0.05,-11,0,1,False,0,True,3
i10766-p9205,25,0.99,19,29,0.99,22,0,1,False,0,True,3
i10767-p9206,1,1.0,1,29,0.05,0,0,1,False,0,True,2
i10768-p9207,16,1.0,16,58,0.2,16,0,1,True,0,True,5
i10769-p9208,68,0.01,4,8,0.5,0,0,1,False,0,True,5
i10770-p9209,-6,1.0,-6,8,0.5,-7,1,2,False,0,True,3
i10771-p9210,0,1.0,0,4,0.4,-4,0,1,False,0,True,3
i10772-p9211,5,1.0,5,5,1.0,5,2,3,False,0,True,4
i10773-p9212,20,1.0,20,20,1.0,20,1,6,False,0,True,4
i10774-p9213,13,0.99,12,19,0.25,15,0,1,False,1,True,4
i10775-p9214,-5,1.0,-5,97,0.1,-16,1,2,False,0,True,4
i10776-p9215,1,0.05,-11,35,0.2,-17,0,1,True,0,True,5
i10777-p9216,56,0.5,-34,18,0.95,1,1,2,True,0,True,3
i10778-p9217,73,0.05,13,94,0.25,-11,0,1,True,0,True,2
i10779-p9218,28,1.0,28,26,0.9,23,1,2,False,0,True,2
i10780-p9219,79,0.4,-26,65,0.5,-21,0,1,False,0,True,2
i10781-p9220,14,0.05,11,32,0.25,1,0,1,False,1,True,5
i10782-p9221,-7,1.0,-7,-6,0.99,-35,1,2,False,0,True,5
i10783-p9222,8,1.0,8,35,0.25,-8,0,1,False,0,True,4
i10784-p9223,8,1.0,8,29,0.01,15,1,2,False,0,True,3
i10785-p9224,-3,0.05,-4,11,0.75,-43,0,1,False,0,True,4
i10786-p9225,-4,1.0,-4,114,0.2,-28,0,1,False,0,True,3
i10787-p9226,15,1.0,15,30,0.25,3,0,1,False,0,True,4
i10788-p9227,18,1.0,18,44,0.5,0,1,8,True,0,True,3
i10789-p9228,16,1.0,16,15,0.6,3,2,4,False,0,True,5
i10790-p9229,-9,1.0,-9,39,0.4,-34,1,4,False,0,True,5
i10791-p9230,26,0.8,-14,25,0.8,5,0,1,False,0,True,5
i10792-p9231,27,0.99,5,27,0.6,10,2,7,False,0,True,4
i10793-p9232,26,1.0,26,79,0.01,31,1,6,False,0,True,5
i10794-p9233,3,1.0,3,19,0.5,6,1,8,False,0,True,5
i10795-p9234,34,0.75,-26,67,0.5,-30,1,2,False,0,True,3
i10796-p9235,43,0.05,7,58,0.01,5,0,1,False,0,True,5
i10797-p9236,28,1.0,28,43,0.4,20,2,3,True,0,True,5
i10798-p9237,16,1.0,16,25,0.5,16,1,6,True,0,True,4
i10799-p9238,39,0.01,19,53,0.5,-9,0,1,False,0,True,4
i10800-p9239,43,0.2,-16,36,0.2,-23,1,6,False,-1,True,4
i10801-p9240,12,1.0,12,74,0.25,-4,0,1,True,0,True,4
i10802-p9241,15,1.0,15,19,0.9,16,0,1,False,0,True,4
i10803-p9242,4,1.0,4,12,0.75,4,0,1,False,0,True,3
i10804-p9243,40,0.4,15,88,0.1,24,0,1,False,0,True,2
i10805-p9244,9,0.2,-11,10,0.05,-6,0,1,False,0,True,3
i10806-p9245,0,0.5,-12,7,0.1,1,3,4,False,1,True,2
i10807-p9246,22,1.0,22,57,0.2,-4,0,1,False,0,True,4
i10808-p9247,15,1.0,15,86,0.25,-10,0,1,False,0,True,4
i10809-p9248,27,0.2,-16,74,0.1,-23,1,2,False,1,True,4
i10810-p9249,29,1.0,29,25,0.2,25,0,1,False,0,True,5
i10811-p9250,18,1.0,18,40,0.5,4,1,8,False,0,True,3
i10812-p9251,35,0.01,12,6,0.95,4,3,2,False,0,True,4
i10813-p9252,-2,1.0,-2,-9,0.9,-48,3,4,False,0,True,4
i10814-p9253,21,1.0,21,85,0.4,-30,1,4,False,0,True,3
i10815-p9254,57,0.1,3,31,0.2,-1,0,1,False,0,True,4
i10816-p9255,77,0.25,-10,3,0.25,1,1,6,True,0,True,3
i10817-p9256,-6,1.0,-6,2,0.9,-26,3,3,False,0,True,4
i10818-p9257,-8,1.0,-8,83,0.05,-11,0,1,False,0,True,3
i10819-p9258,27,0.01,18,12,0.5,-1,1,8,False,0,True,2
i10820-p9259,-7,1.0,-7,25,0.1,-5,1,4,True,0,True,2
i10821-p9260,18,1.0,18,43,0.2,11,0,1,False,0,True,5
i10822-p9261,-7,1.0,-7,4,0.1,-19,0,1,False,0,True,3
i10823-p9262,83,0.2,13,46,0.4,0,0,1,False,0,True,3
i10824-p9263,-6,1.0,-6,7,0.99,2,0,1,True,0,True,2
i10825-p9264,75,0.5,-31,36,0.75,5,0,1,False,0,True,4
i10826-p9265,16,1.0,16,20,0.99,16,2,5,False,0,True,4
i10827-p9266,8,0.6,-25,31,0.05,-7,1,4,True,1,True,5
i10828-p9267,-7,0.95,-45,-9,1.0,-9,1,4,False,0,True,4
i10829-p9268,7,1.0,7,16,0.99,-25,0,1,False,0,True,3
i10830-p9269,17,0.9,10,34,0.2,9,1,8,False,0,True,2
i10831-p9270,13,0.4,-24,30,0.01,-11,0,1,False,0,True,4
i10832-p9271,56,0.01,16,16,1.0,16,0,1,False,0,True,3
i10833-p9272,23,1.0,23,80,0.25,3,1,6,False,0,True,5
i10834-p9273,-8,1.0,-8,-3,0.4,-15,0,1,True,0,True,2
i10835-p9274,50,0.01,1,96,0.05,-10,1,2,False,0,True,5
i10836-p9275,10,0.05,9,35,0.05,15,0,1,True,0,True,5
i10837-p9276,22,1.0,22,46,0.25,24,1,6,False,0,True,5
i10838-p9277,-6,1.0,-6,-6,1.0,-6,1,4,False,0,True,2
i10839-p9278,43,0.05,11,18,0.2,17,1,4,False,1,True,5
i10840-p9279,3,1.0,3,11,0.1,-7,0,1,True,0,True,2
i10841-p9280,6,1.0,6,61,0.05,7,0,1,False,0,True,3
i10842-p9281,26,1.0,26,40,0.25,16,1,2,False,0,True,5
i10843-p9282,28,0.75,-24,17,0.99,4,0,1,True,0,True,2
i10844-p9283,26,1.0,26,40,0.1,24,0,1,True,0,True,5
i10845-p9284,42,0.01,6,89,0.1,-11,0,1,False,0,True,3
i10846-p9285,54,0.5,-30,13,0.75,-10,2,5,False,0,True,2
i10847-p9286,48,0.5,-8,20,0.95,-21,0,1,True,1,True,2
i10848-p9287,30,1.0,30,31,0.6,13,3,3,False,0,True,5
i10849-p9288,6,0.01,-10,26,0.05,-8,0,1,False,0,True,2
i10850-p9289,6,1.0,6,7,0.2,-11,0,1,False,0,True,4
i10851-p9290,28,0.4,10,36,0.01,14,2,6,False,0,True,5
i10852-p9291,10,1.0,10,59,0.5,-37,0,1,False,0,True,5
i10853-p9292,1,1.0,1,3,0.1,1,0,1,False,0,True,2
i10854-p9293,22,0.5,-2,17,0.95,-38,1,8,False,0,True,2
i10855-p9294,81,0.25,1,43,0.6,-6,0,1,True,0,True,2
i10856-p9295,-6,1.0,-6,7,0.9,4,1,8,True,0,True,5
i10857-p9296,35,0.6,20,93,0.25,14,0,1,True,0,True,4
i10858-p9297,-6,1.0,-6,-6,0.95,-10,0,1,False,0,True,3
i10859-p9298,27,1.0,27,43,0.6,14,3,3,False,0,True,4
i10860-p9299,9,1.0,9,75,0.25,-10,3,7,False,0,True,2
i10861-p9300,19,0.8,3,10,0.99,-25,0,1,False,0,True,2
i10862-p9301,1,1.0,1,73,0.25,-28,0,1,False,0,True,4
i10863-p9302,13,1.0,13,10,0.95,6,1,6,False,0,True,4
i10864-p9303,2,1.0,2,18,0.5,-30,0,1,False,0,True,4
i10865-p9304,1,1.0,1,1,0.95,-1,1,2,False,0,True,5
i10866-p9305,-4,1.0,-4,42,0.5,-47,1,6,False,0,True,5
i10867-p9306,14,0.6,-29,7,0.2,-3,3,2,False,0,True,4
i10868-p9307,30,1.0,30,45,0.5,14,1,6,True,0,True,2
i10869-p9308,89,0.5,-29,51,0.8,-20,0,1,False,0,True,3
i10870-p9309,-4,0.2,-7,4,0.5,-19,2,3,False,0,True,5
i10871-p9310,47,0.25,-1,39,0.25,10,1,4,False,0,True,4
i10872-p9311,9,1.0,9,49,0.6,-33,0,1,True,0,True,4
i10873-p9312,-5,1.0,-5,-4,0.2,-9,1,2,False,0,True,4
i10874-p9313,-9,1.0,-9,50,0.4,-42,1,2,False,0,True,3
i10875-p9314,-5,1.0,-5,-9,0.5,-17,2,8,False,0,True,2
i10876-p9315,16,1.0,16,16,0.99,-25,0,1,False,0,True,5
i10877-p9316,18,0.01,2,21,0.6,-4,2,4,False,-1,True,3
i10878-p9317,69,0.01,26,94,0.25,2,0,1,False,0,True,3
i10879-p9318,-4,1.0,-4,-4,0.6,-19,1,2,True,0,True,2
i10880-p9319,22,1.0,22,35,0.8,-22,3,5,True,0,True,4
i10881-p9320,45,0.4,-12,15,0.8,4,1,6,False,0,True,4
i10882-p9321,15,0.6,-10,31,0.6,-23,3,3,False,1,True,4
i10883-p9322,105,0.05,25,24,0.95,-17,0,1,False,0,True,5
i10884-p9323,54,0.25,18,62,0.01,29,1,4,False,0,True,2
i10885-p9324,-7,1.0,-7,11,0.8,-20,2,2,False,0,True,4
i10886-p9325,55,0.05,-8,23,0.05,1,1,6,True,0,True,3
i10887-p9326,29,1.0,29,44,0.01,28,0,1,False,0,True,4
i10888-p9327,14,1.0,14,59,0.5,-22,0,1,False,0,True,3
i10889-p9328,3,1.0,3,2,0.05,2,0,1,False,0,True,2
i10890-p9329,9,0.5,-15,-3,1.0,-3,3,5,False,0,True,3
i10891-p9330,71,0.5,-21,78,0.05,21,0,1,False,-1,True,4
i10892-p9331,1,0.75,-10,52,0.4,-46,0,1,False,0,True,3
i10893-p9332,3,1.0,3,11,0.4,-6,1,2,False,0,True,5
i10894-p9333,87,0.05,26,44,0.2,26,1,8,False,0,True,3
i10895-p9334,-3,0.75,-15,8,0.9,-24,1,4,False,0,True,5
i10896-p9335,-2,0.9,-4,42,0.05,2,0,1,False,0,True,3
i10897-p9336,17,0.25,-10,32,0.01,-3,1,8,False,0,True,2
i10898-p9337,32,0.5,22,55,0.1,11,0,1,False,0,True,4
i10899-p9338,2,1.0,2,11,0.75,-39,0,1,False,0,True,5
i10900-p9339,19,1.0,19,20,0.99,11,0,1,False,0,True,5
i10901-p9340,11,1.0,11,9,0.95,6,0,1,False,0,True,5
i10902-p9341,48,0.2,14,22,0.8,-10,0,1,False,0,True,5
i10903-p9342,23,0.9,2,95,0.2,9,0,1,False,1,True,2
i10904-p9343,9,1.0,9,6,0.95,-20,0,1,False,0,True,5
i10905-p9344,25,0.95,21,32,0.05,18,1,6,False,-1,True,3
i10906-p9345,19,0.25,-5,8,0.4,-8,3,3,True,0,True,4
i10907-p9346,11,1.0,11,42,0.05,7,0,1,True,0,True,3
i10908-p9347,19,1.0,19,56,0.6,-33,3,3,False,0,True,2
i10909-p9348,50,0.5,4,85,0.25,14,0,1,False,0,True,2
i10910-p9349,27,0.1,14,45,0.2,9,0,1,False,0,True,5
i10911-p9350,15,0.2,-5,79,0.1,2,3,6,False,0,True,3
i10912-p9351,30,1.0,30,30,0.6,29,0,1,False,0,True,5
i10913-p9352,55,0.6,-47,27,0.5,-1,0,1,False,0,True,5
i10914-p9353,27,1.0,27,46,0.5,21,1,8,False,0,True,5
i10915-p9354,23,1.0,23,27,0.2,22,2,2,False,0,True,5
i10916-p9355,5,1.0,5,41,0.6,-43,1,2,False,0,True,4
i10917-p9356,18,0.6,-27,68,0.2,-19,0,1,False,0,True,5
i10918-p9357,24,1.0,24,32,0.1,30,0,1,False,0,True,5
i10919-p9358,11,0.75,-1,51,0.6,-38,2,7,False,0,True,5
i10920-p9359,19,1.0,19,52,0.1,14,0,1,False,0,True,3
i10921-p9360,18,1.0,18,36,0.25,16,0,1,False,0,True,3
i10922-p9361,9,1.0,9,12,0.9,-5,2,4,False,0,True,5
i10923-p9362,88,0.05,17,52,0.4,6,0,1,False,0,True,4
i10924-p9363,11,1.0,11,30,0.01,18,0,1,False,0,True,2
i10925-p9364,24,1.0,24,47,0.75,-8,1,4,False,0,True,2
i10926-p9365,75,0.1,17,59,0.2,4,0,1,True,-1,True,5
i10927-p9366,20,0.95,-23,18,1.0,18,0,1,False,0,True,4
i10928-p9367,23,0.75,19,83,0.25,-3,0,1,False,0,True,3
i10929-p9368,-10,1.0,-10,26,0.5,-40,0,1,False,0,True,4
i10930-p9369,2,1.0,2,16,0.01,-3,0,1,True,0,True,4
i10931-p9370,-7,1.0,-7,15,0.01,-10,0,1,True,0,True,5
i10932-p9371,60,0.5,-20,28,0.9,-19,2,6,False,0,True,5
i10933-p9372,6,1.0,6,5,0.75,-24,2,4,False,0,True,4
i10934-p9373,37,0.01,23,95,0.4,-28,0,1,False,0,True,2
i10935-p9374,-2,1.0,-2,11,0.05,-5,1,6,True,0,True,5
i10936-p9375,26,1.0,26,35,0.2,26,1,2,False,0,True,2
i10937-p9376,8,0.95,0,5,0.8,-30,1,8,False,0,True,4
i10938-p9377,47,0.01,-1,19,0.4,9,0,1,True,0,True,5
i10939-p9378,77,0.1,-6,-2,0.99,-23,0,1,False,0,True,3
i10940-p9379,74,0.5,-14,59,0.6,-16,3,2,False,0,True,4
i10941-p9380,19,1.0,19,22,0.4,18,0,1,False,0,True,5
i10942-p9381,15,0.5,1,31,0.4,12,3,2,False,0,True,5
i10943-p9382,20,1.0,20,29,0.5,5,1,6,False,0,True,3
i10944-p9383,52,0.5,-32,10,1.0,10,3,3,False,0,True,3
i10945-p9384,3,1.0,3,14,0.6,0,0,1,True,0,True,3
i10946-p9385,30,1.0,30,45,0.8,-33,3,5,False,0,True,4
i10947-p9386,21,1.0,21,25,0.05,21,1,6,True,0,True,4
i10948-p9387,-7,1.0,-7,46,0.01,-10,0,1,True,0,True,2
i10949-p9388,38,0.2,18,44,0.05,10,0,1,True,0,True,3
i10950-p9389,-1,1.0,-1,21,0.5,-14,1,6,True,0,True,5
i10951-p9390,-3,1.0,-3,38,0.1,-17,1,6,False,0,True,4
i10952-p9391,45,0.4,-42,57,0.1,-8,0,1,True,0,True,3
i10953-p9392,-7,0.75,-14,4,0.05,-12,0,1,True,0,True,5
i10954-p9393,-7,1.0,-7,11,0.4,-1,0,1,False,0,True,5
i10955-p9394,-10,1.0,-10,16,0.05,-10,0,1,False,0,True,2
i10956-p9395,-3,1.0,-3,45,0.25,-6,0,1,False,0,True,5
i10957-p9396,43,0.5,-1,50,0.5,-22,0,1,False,0,True,4
i10958-p9397,8,1.0,8,33,0.6,-23,2,4,False,0,True,4
i10959-p9398,22,1.0,22,14,0.9,5,0,1,False,0,True,5
i10960-p9399,51,0.4,16,86,0.1,17,1,4,True,1,True,2
i10961-p9400,14,1.0,14,14,0.9,-1,1,4,False,0,True,2
i10962-p9401,106,0.2,-10,29,0.01,3,0,1,False,1,True,3
i10963-p9402,-4,1.0,-4,28,0.1,-10,1,2,False,0,True,2
i10964-p9403,47,0.25,6,96,0.1,-3,2,2,False,0,True,5
i10965-p9404,45,0.5,-7,77,0.5,-27,0,1,False,0,True,5
i10966-p9405,-9,0.6,-12,-8,0.75,-16,3,4,False,0,True,5
i10967-p9406,26,1.0,26,53,0.5,5,0,1,False,0,True,3
i10968-p9407,11,0.5,-1,29,0.6,-22,0,1,False,0,True,5
i10969-p9408,13,0.75,-7,12,0.8,-21,0,1,False,0,True,2
i10970-p9409,11,0.6,-16,15,0.25,9,1,8,True,-1,True,4
i10971-p9410,0,1.0,0,45,0.25,-8,1,4,False,0,True,3
i10972-p9411,31,0.05,8,11,0.9,-18,0,1,False,1,True,5
i10973-p9412,11,1.0,11,26,0.5,-3,1,6,False,0,True,4
i10974-p9413,21,1.0,21,23,0.9,22,2,7,False,0,True,2
i10975-p9414,27,1.0,27,41,0.5,-7,3,6,False,0,True,4
i10976-p9415,63,0.4,-19,28,0.4,2,0,1,False,0,True,5
i10977-p9416,18,0.4,-22,17,0.5,-35,3,2,False,0,True,3
i10978-p9417,35,0.2,-5,48,0.2,-24,1,4,False,0,True,3
i10979-p9418,14,1.0,14,15,0.9,8,0,1,False,0,True,2
i10980-p9419,12,1.0,12,15,0.99,5,0,1,False,0,True,3
i10981-p9420,15,0.9,-17,53,0.2,5,0,1,False,0,True,3
i10982-p9421,24,0.25,-15,62,0.2,-30,0,1,True,0,True,4
i10983-p9422,1,1.0,1,25,0.5,-26,0,1,False,0,True,4
i10984-p9423,20,0.5,14,12,0.8,2,1,4,False,0,True,2
i10985-p9424,36,0.25,13,23,0.6,-6,0,1,False,0,True,2
i10986-p9425,52,0.05,0,87,0.05,-11,3,4,False,0,True,2
i10987-p9426,27,1.0,27,24,0.25,17,2,3,False,0,True,4
i10988-p9427,25,1.0,25,34,0.05,20,1,4,False,0,True,2
i10989-p9428,1,1.0,1,66,0.1,-13,0,1,False,0,True,3
i10990-p9429,23,1.0,23,44,0.75,-30,0,1,False,0,True,5
i10991-p9430,2,1.0,2,13,0.6,-10,0,1,False,0,True,2
i10992-p9431,-3,1.0,-3,29,0.01,0,0,1,True,0,True,3
i10993-p9432,18,1.0,18,48,0.6,-11,0,1,False,0,True,2
i10994-p9433,30,0.2,-13,1,0.2,-10,0,1,False,-1,True,3
i10995-p9434,34,0.75,9,28,0.75,0,0,1,False,0,True,2
i10996-p9435,-2,0.9,-31,9,0.4,-15,1,4,False,-1,True,5
i10997-p9436,-10,1.0,-10,6,0.4,-34,0,1,True,0,True,4
i10998-p9437,17,1.0,17,14,0.95,-21,2,6,False,0,True,4
i10999-p9438,5,1.0,5,29,0.05,8,2,6,False,0,True,5
i11000-p9439,19,1.0,19,84,0.4,-21,2,4,True,0,True,4
i11001-p9440,23,1.0,23,20,0.95,-48,1,2,False,0,True,4
i11002-p9441,22,1.0,22,63,0.5,-22,0,1,False,0,True,4
i11003-p9442,-9,1.0,-9,36,0.01,-12,0,1,False,0,True,2
i11004-p9443,18,0.95,-20,28,0.01,10,0,1,False,1,True,4
i11005-p9444,7,1.0,7,44,0.4,-23,0,1,False,0,True,2
i11006-p9445,18,0.9,1,21,0.2,5,0,1,True,0,True,5
i11007-p9446,71,0.4,-31,14,0.95,14,1,2,False,0,True,2
i11008-p9447,24,1.0,24,20,0.95,-21,0,1,False,0,True,3
i11009-p9448,-6,1.0,-6,37,0.2,-18,1,8,True,0,True,3
i11010-p9449,28,0.95,-32,93,0.5,-18,1,2,False,0,True,2
i11011-p9450,19,1.0,19,35,0.5,4,0,1,False,0,True,4
i11012-p9451,-7,1.0,-7,16,0.01,-8,2,2,False,0,True,3
i11013-p9452,-5,1.0,-5,73,0.1,-10,3,2,True,0,True,3
i11014-p9453,-2,1.0,-2,-1,0.75,-12,1,6,False,0,True,2
i11015-p9454,30,1.0,30,106,0.01,37,0,1,False,0,True,2
i11016-p9455,45,0.05,-7,48,0.2,-23,1,4,False,0,True,4
i11017-p9456,-8,1.0,-8,99,0.05,-19,0,1,False,0,True,5
i11018-p9457,28,1.0,28,36,0.9,-28,3,4,False,0,True,3
i11019-p9458,16,1.0,16,33,0.25,4,0,1,False,0,True,2
i11020-p9459,9,1.0,9,21,0.25,20,0,1,False,0,True,2
i11021-p9460,29,1.0,29,112,0.01,22,0,1,False,0,True,3
i11022-p9461,15,0.5,13,58,0.01,18,2,3,False,0,True,5
i11023-p9462,11,0.9,-12,53,0.5,-21,2,4,False,0,True,5
i11024-p9463,-7,1.0,-7,26,0.2,-4,0,1,False,0,True,2
i11025-p9464,115,0.05,-5,-3,0.99,-17,2,3,False,0,True,4
i11026-p9465,-7,1.0,-7,15,0.01,1,0,1,False,0,True,5
i11027-p9466,8,1.0,8,17,0.75,-10,2,7,False,0,True,4
i11028-p9467,13,1.0,13,52,0.25,7,2,5,False,0,True,5
i11029-p9468,16,1.0,16,41,0.5,-19,3,6,False,0,True,3
i11030-p9469,39,0.4,-6,14,0.4,12,1,4,False,0,True,5
i11031-p9470,65,0.4,-22,15,0.25,12,1,2,False,0,True,3
i11032-p9471,13,1.0,13,23,0.99,22,0,1,False,0,True,5
i11033-p9472,41,0.1,12,19,0.8,-29,1,4,False,0,True,2
i11034-p9473,15,0.8,6,19,0.9,-20,1,6,False,0,True,5
i11035-p9474,5,1.0,5,46,0.01,2,1,2,False,0,True,2
i11036-p9475,36,0.4,1,30,0.4,21,2,3,False,0,True,5
i11037-p9476,50,0.01,25,43,0.4,15,0,1,False,-1,True,2
i11038-p9477,2,1.0,2,-6,0.9,-13,0,1,False,0,True,4
